hospital_name,last_updated_on,hospital_address,description,payer_name,plan_name,estimated_amount,standard_charge|min,standard_charge|max
Suburban Hospital,7/1/2025,"8600 Old Georgetown Road, Bethesda, MD 20814",Level 5 Type A ED Visits,Kaiser,Kaiser Permanente Sf Epo Pos Ppo,1755.94,389.55,9901.2
Suburban Hospital,7/1/2025,"8600 Old Georgetown Road, Bethesda, MD 20814",Level 5 Type A ED Visits,Kaiser Permanente Maryland Mco,Kaiser Permanente Mco Md,1824.83,389.55,9901.2
Suburban Hospital,7/1/2025,"8600 Old Georgetown Road, Bethesda, MD 20814",Level 5 Type A ED Visits,Maryland Physicians Care,Maryland Physicians Care Mco,1791.3,389.55,9901.2
Suburban Hospital,7/1/2025,"8600 Old Georgetown Road, Bethesda, MD 20814",Level 5 Type A ED Visits,Priority Partners,Priority Partners Mco New 9/2022,2114.58,389.55,9901.2
Suburban Hospital,7/1/2025,"8600 Old Georgetown Road, Bethesda, MD 20814",Level 5 Type A ED Visits,United Healthcare,Definity Health,389.55,389.55,9901.2
Suburban Hospital,7/1/2025,"8600 Old Georgetown Road, Bethesda, MD 20814",Level 5 Type A ED Visits,United Healthcare,United Healthcare Choice/Choice Plus/At,2175.09,389.55,9901.2
Suburban Hospital,7/1/2025,"8600 Old Georgetown Road, Bethesda, MD 20814",Level 5 Type A ED Visits,United Healthcare,United Healthcare Choice/Choice Plus/Sl,1845.53,389.55,9901.2
Suburban Hospital,7/1/2025,"8600 Old Georgetown Road, Bethesda, MD 20814",Level 5 Type A ED Visits,United Healthcare,United Healthcare Other,661.75,389.55,9901.2
Suburban Hospital,7/1/2025,"8600 Old Georgetown Road, Bethesda, MD 20814",Level 5 Type A ED Visits,United Healthcare,Geha-United Shared Services,1824.4,389.55,9901.2
Suburban Hospital,7/1/2025,"8600 Old Georgetown Road, Bethesda, MD 20814",Level 5 Type A ED Visits,United Healthcare,Geha - Umr,2521.82,389.55,9901.2
Suburban Hospital,7/1/2025,"8600 Old Georgetown Road, Bethesda, MD 20814",Level 5 Type A ED Visits,United Healthcare,United Healthcare Hmo Select/Sel Plus/At,1387.41,389.55,9901.2
Suburban Hospital,7/1/2025,"8600 Old Georgetown Road, Bethesda, MD 20814",Level 5 Type A ED Visits,United Healthcare,Optimum Choice Mdonex,1915.42,389.55,9901.2
Suburban Hospital,7/1/2025,"8600 Old Georgetown Road, Bethesda, MD 20814",Level 5 Type A ED Visits,United Healthcare,United Healthcare Shared Services,1759.82,389.55,9901.2
Suburban Hospital,7/1/2025,"8600 Old Georgetown Road, Bethesda, MD 20814",Level 5 Type A ED Visits,United Healthcare,United Medical Resource (Umr),2153.55,389.55,9901.2
Suburban Hospital,7/1/2025,"8600 Old Georgetown Road, Bethesda, MD 20814",Level 5 Type A ED Visits,United Healthcare,Oxford Health Plan,1851.37,389.55,9901.2
Suburban Hospital,7/1/2025,"8600 Old Georgetown Road, Bethesda, MD 20814",Level 5 Type A ED Visits,United Healthcare,United Healthcare Balance,1334.89,389.55,9901.2
Suburban Hospital,7/1/2025,"8600 Old Georgetown Road, Bethesda, MD 20814",Level 5 Type A ED Visits,United Healthcare,United Healthcare Value,1679.58,389.55,9901.2
Suburban Hospital,7/1/2025,"8600 Old Georgetown Road, Bethesda, MD 20814",Level 5 Type A ED Visits,United Healthcare,United Mdipa/Optimum Choice Hmo,1706.6,389.55,9901.2
Suburban Hospital,7/1/2025,"8600 Old Georgetown Road, Bethesda, MD 20814",Level 5 Type A ED Visits,United Healthcare Mco,Uhc Community Plan Mco Md,2052.04,389.55,9901.2
Suburban Hospital,7/1/2025,"8600 Old Georgetown Road, Bethesda, MD 20814",Level 5 Type A ED Visits,United Healthcare Med Adv,United Community Medicare Dual Snp,1834.3,389.55,9901.2
Suburban Hospital,7/1/2025,"8600 Old Georgetown Road, Bethesda, MD 20814",Level 5 Type A ED Visits,United Healthcare Med Adv,Aarp Medicare Complete Ppo,1657.49,389.55,9901.2
Suburban Hospital,7/1/2025,"8600 Old Georgetown Road, Bethesda, MD 20814",Level 5 Type A ED Visits,United Healthcare Med Adv,United Healthcare Chrnc Nurs Med Adv,5224.66,389.55,9901.2
Suburban Hospital,7/1/2025,"8600 Old Georgetown Road, Bethesda, MD 20814",Level 5 Type A ED Visits,United Healthcare Med Adv,United Healthcare Grp Ind Med Adv Ppo,5685.25,389.55,9901.2
Suburban Hospital,7/1/2025,"8600 Old Georgetown Road, Bethesda, MD 20814",Level 5 Type A ED Visits,United Healthcare Med Adv,United Healthcare Medicare Complete,7335.86,389.55,9901.2
Suburban Hospital,7/1/2025,"8600 Old Georgetown Road, Bethesda, MD 20814",Level 1 Skin Procedures,Aetna,Luminare Health Benefit-Aetna Signature Adm,7619.68,921.46,10679.36
Suburban Hospital,7/1/2025,"8600 Old Georgetown Road, Bethesda, MD 20814",Level 1 Skin Procedures,Carefirst Blue Choice,Carefirst Blue Choice Open Access,10679.36,921.46,10679.36
Suburban Hospital,7/1/2025,"8600 Old Georgetown Road, Bethesda, MD 20814",Level 1 Skin Procedures,United Healthcare,United Healthcare Choice/Choice Plus/At,921.46,921.46,10679.36
Suburban Hospital,7/1/2025,"8600 Old Georgetown Road, Bethesda, MD 20814",Level 2 Skin Procedures,Blue Cr/Sh Fep,Blue Cr/Sh Fep Basic Ppo,603.76,603.76,4117.28
Suburban Hospital,7/1/2025,"8600 Old Georgetown Road, Bethesda, MD 20814",Level 2 Skin Procedures,Carefirst Blue Choice,Carefirst Blue Choice Advantage,718.41,603.76,4117.28
Suburban Hospital,7/1/2025,"8600 Old Georgetown Road, Bethesda, MD 20814",Level 2 Skin Procedures,Cigna,Cigna Regional Network/Oap/Pos/Localplus,4117.28,603.76,4117.28
Suburban Hospital,7/1/2025,"8600 Old Georgetown Road, Bethesda, MD 20814",Level 2 Skin Procedures,Cigna,Cigna Regional Ppo/Epo/Oth,2304.15,603.76,4117.28
Suburban Hospital,7/1/2025,"8600 Old Georgetown Road, Bethesda, MD 20814",Level 3 Skin Procedures,Cigna,Cigna Regional Network/Oap/Pos/Localplus,11030.24,3215.77,11030.24
Suburban Hospital,7/1/2025,"8600 Old Georgetown Road, Bethesda, MD 20814",Level 3 Skin Procedures,Cigna,Gwh-Cigna,8943.45,3215.77,11030.24
Suburban Hospital,7/1/2025,"8600 Old Georgetown Road, Bethesda, MD 20814",Level 3 Skin Procedures,Kaiser,Kaiser Signature,8039.65,3215.77,11030.24
Suburban Hospital,7/1/2025,"8600 Old Georgetown Road, Bethesda, MD 20814",Level 3 Skin Procedures,United Healthcare Med Adv,United Healthcare Grp Ind Med Adv Ppo,3215.77,3215.77,11030.24
Suburban Hospital,7/1/2025,"8600 Old Georgetown Road, Bethesda, MD 20814",Level 4 Skin Procedures,Aetna,Aetna Managed Choice Open Access,5192.64,1342.04,10053
Suburban Hospital,7/1/2025,"8600 Old Georgetown Road, Bethesda, MD 20814",Level 4 Skin Procedures,Aetna,Aetna Choice Pos I And Ii,5201.32,1342.04,10053
Suburban Hospital,7/1/2025,"8600 Old Georgetown Road, Bethesda, MD 20814",Level 4 Skin Procedures,Blue Cr/Sh Fep,Blue Cr/Sh Fep Basic Ppo,4993.53,1342.04,10053
Suburban Hospital,7/1/2025,"8600 Old Georgetown Road, Bethesda, MD 20814",Level 4 Skin Procedures,Blue Cr/Sh Fep,Blue Cr/Sh Fep Standard Ppo,6833.04,1342.04,10053
Suburban Hospital,7/1/2025,"8600 Old Georgetown Road, Bethesda, MD 20814",Level 4 Skin Procedures,Blue Cr/Sh Nasco,Blue Cr/Sh National Acct,1342.04,1342.04,10053
Suburban Hospital,7/1/2025,"8600 Old Georgetown Road, Bethesda, MD 20814",Level 4 Skin Procedures,Blue Cr/Sh Out-Of-State,Bcbs Out-Of-State Ppo Other,4178.42,1342.04,10053
Suburban Hospital,7/1/2025,"8600 Old Georgetown Road, Bethesda, MD 20814",Level 4 Skin Procedures,Cigna,Cigna Regional Network/Oap/Pos/Localplus,3464.75,1342.04,10053
Suburban Hospital,7/1/2025,"8600 Old Georgetown Road, Bethesda, MD 20814",Level 4 Skin Procedures,Kaiser,Kaiser Medicare Advantage Plan,10053,1342.04,10053
Suburban Hospital,7/1/2025,"8600 Old Georgetown Road, Bethesda, MD 20814",Level 4 Skin Procedures,Maryland Physicians Care,Maryland Physicians Care Mco,8685.07,1342.04,10053
Suburban Hospital,7/1/2025,"8600 Old Georgetown Road, Bethesda, MD 20814",Level 4 Skin Procedures,United Healthcare Med Adv,United Healthcare Grp Ind Med Adv Ppo,4595.11,1342.04,10053
Suburban Hospital,7/1/2025,"8600 Old Georgetown Road, Bethesda, MD 20814",Level 5 Skin Procedures,Aetna,Aetna Choice Pos I And Ii,8210.2,4039.28,20792.28
Suburban Hospital,7/1/2025,"8600 Old Georgetown Road, Bethesda, MD 20814",Level 5 Skin Procedures,Blue Cr/Sh Fep,Blue Cr/Sh Fep Basic Ppo,4039.28,4039.28,20792.28
Suburban Hospital,7/1/2025,"8600 Old Georgetown Road, Bethesda, MD 20814",Level 5 Skin Procedures,Blue Cr/Sh Fep,Blue Cr/Sh Fep Standard Ppo,5928.01,4039.28,20792.28
Suburban Hospital,7/1/2025,"8600 Old Georgetown Road, Bethesda, MD 20814",Level 5 Skin Procedures,Carefirst Blue Choice,Carefirst Blue Choice Advantage,8781.72,4039.28,20792.28
Suburban Hospital,7/1/2025,"8600 Old Georgetown Road, Bethesda, MD 20814",Level 5 Skin Procedures,Cigna,Cigna Allegiance,8494.91,4039.28,20792.28
Suburban Hospital,7/1/2025,"8600 Old Georgetown Road, Bethesda, MD 20814",Level 5 Skin Procedures,Johns Hopkins Advantage Md,Johns Hopkins Advantage Md Hmo Med Adv,6208.76,4039.28,20792.28
Suburban Hospital,7/1/2025,"8600 Old Georgetown Road, Bethesda, MD 20814",Level 5 Skin Procedures,Priority Partners,Priority Partners Mco New 9/2022,9512.7,4039.28,20792.28
Suburban Hospital,7/1/2025,"8600 Old Georgetown Road, Bethesda, MD 20814",Level 5 Skin Procedures,United Healthcare,United Healthcare Choice/Choice Plus/Sl,20792.28,4039.28,20792.28
Suburban Hospital,7/1/2025,"8600 Old Georgetown Road, Bethesda, MD 20814",Level 5 Skin Procedures,United Healthcare Med Adv,United Healthcare Grp Ind Med Adv Ppo,5963.33,4039.28,20792.28
Suburban Hospital,7/1/2025,"8600 Old Georgetown Road, Bethesda, MD 20814",Level 1 Excision/ Biopsy/ Incision and Drainage,Aetna,Aetna Elect Choice Open Access,594.45,246.15,9552.09
Suburban Hospital,7/1/2025,"8600 Old Georgetown Road, Bethesda, MD 20814",Level 1 Excision/ Biopsy/ Incision and Drainage,Aetna,Aetna Health Network Only,700.38,246.15,9552.09
Suburban Hospital,7/1/2025,"8600 Old Georgetown Road, Bethesda, MD 20814",Level 1 Excision/ Biopsy/ Incision and Drainage,Aetna,Aetna Open Choice Ppo/Other,1277.03,246.15,9552.09
Suburban Hospital,7/1/2025,"8600 Old Georgetown Road, Bethesda, MD 20814",Level 1 Excision/ Biopsy/ Incision and Drainage,Aetna,Aetna Managed Choice Open Access,730.98,246.15,9552.09
Suburban Hospital,7/1/2025,"8600 Old Georgetown Road, Bethesda, MD 20814",Level 1 Excision/ Biopsy/ Incision and Drainage,Aetna,Aetna Choice Pos I And Ii,832.43,246.15,9552.09
Suburban Hospital,7/1/2025,"8600 Old Georgetown Road, Bethesda, MD 20814",Level 1 Excision/ Biopsy/ Incision and Drainage,Aetna Med Adv,Aetna Medicare Ppo,894.67,246.15,9552.09
Suburban Hospital,7/1/2025,"8600 Old Georgetown Road, Bethesda, MD 20814",Level 1 Excision/ Biopsy/ Incision and Drainage,Blue Cr/Sh Fep,Blue Cr/Sh Fep Basic Ppo,779.56,246.15,9552.09
Suburban Hospital,7/1/2025,"8600 Old Georgetown Road, Bethesda, MD 20814",Level 1 Excision/ Biopsy/ Incision and Drainage,Blue Cr/Sh Fep,Blue Cr/Sh Fep Focus Ppo,460.2,246.15,9552.09
Suburban Hospital,7/1/2025,"8600 Old Georgetown Road, Bethesda, MD 20814",Level 1 Excision/ Biopsy/ Incision and Drainage,Blue Cr/Sh Fep,Blue Cr/Sh Fep Standard Ppo,839,246.15,9552.09
Suburban Hospital,7/1/2025,"8600 Old Georgetown Road, Bethesda, MD 20814",Level 1 Excision/ Biopsy/ Incision and Drainage,Blue Cr/Sh Nasco,Blue Cr/Sh National Acct,794.89,246.15,9552.09
Suburban Hospital,7/1/2025,"8600 Old Georgetown Road, Bethesda, MD 20814",Level 1 Excision/ Biopsy/ Incision and Drainage,Blue Cr/Sh Out-Of-State,Bcbs Out-Of-State Ppo Other,678.33,246.15,9552.09
Suburban Hospital,7/1/2025,"8600 Old Georgetown Road, Bethesda, MD 20814",Level 1 Excision/ Biopsy/ Incision and Drainage,Carefirst Admin,Carefirst Administrators,1033,246.15,9552.09
Suburban Hospital,7/1/2025,"8600 Old Georgetown Road, Bethesda, MD 20814",Level 1 Excision/ Biopsy/ Incision and Drainage,Carefirst Blue Choice,Blue Cr/Sh Natl Accts Bluechoice,803.75,246.15,9552.09
Suburban Hospital,7/1/2025,"8600 Old Georgetown Road, Bethesda, MD 20814",Level 1 Excision/ Biopsy/ Incision and Drainage,Carefirst Blue Choice,Carefirst Blue Choice Hmo,626.4,246.15,9552.09
Suburban Hospital,7/1/2025,"8600 Old Georgetown Road, Bethesda, MD 20814",Level 1 Excision/ Biopsy/ Incision and Drainage,Carefirst Blue Choice,Carefirst Blue Choice Advantage,688.98,246.15,9552.09
Suburban Hospital,7/1/2025,"8600 Old Georgetown Road, Bethesda, MD 20814",Level 1 Excision/ Biopsy/ Incision and Drainage,Carefirst Blue Choice,Carefirst Blue Choice Open Access,836.61,246.15,9552.09
Suburban Hospital,7/1/2025,"8600 Old Georgetown Road, Bethesda, MD 20814",Level 1 Excision/ Biopsy/ Incision and Drainage,Carefirst Preferred,Carefirst Blue Cr/Sh,333.78,246.15,9552.09
Suburban Hospital,7/1/2025,"8600 Old Georgetown Road, Bethesda, MD 20814",Level 1 Excision/ Biopsy/ Incision and Drainage,Cigna,Cigna Regional Network/Oap/Pos/Localplus,529.26,246.15,9552.09
Suburban Hospital,7/1/2025,"8600 Old Georgetown Road, Bethesda, MD 20814",Level 1 Excision/ Biopsy/ Incision and Drainage,Cigna,Cigna Other,1052.05,246.15,9552.09
Suburban Hospital,7/1/2025,"8600 Old Georgetown Road, Bethesda, MD 20814",Level 1 Excision/ Biopsy/ Incision and Drainage,Ehp,Ehp Employee Health Plan New 12/2022,1533.64,246.15,9552.09
Suburban Hospital,7/1/2025,"8600 Old Georgetown Road, Bethesda, MD 20814",Level 1 Excision/ Biopsy/ Incision and Drainage,Humana Medicare Advantage,Humana Choice Ppo Med Adv,246.15,246.15,9552.09
Suburban Hospital,7/1/2025,"8600 Old Georgetown Road, Bethesda, MD 20814",Level 1 Excision/ Biopsy/ Incision and Drainage,Johns Hopkins Advantage Md,Johns Hopkins Advantage Md Hmo Med Adv,961.33,246.15,9552.09
Suburban Hospital,7/1/2025,"8600 Old Georgetown Road, Bethesda, MD 20814",Level 1 Excision/ Biopsy/ Incision and Drainage,Kaiser,Kaiser Signature,9552.09,246.15,9552.09
Suburban Hospital,7/1/2025,"8600 Old Georgetown Road, Bethesda, MD 20814",Level 1 Excision/ Biopsy/ Incision and Drainage,Maryland Physicians Care,Maryland Physicians Care Mco,919.77,246.15,9552.09
Suburban Hospital,7/1/2025,"8600 Old Georgetown Road, Bethesda, MD 20814",Level 1 Excision/ Biopsy/ Incision and Drainage,Priority Partners,Priority Partners Mco New 9/2022,673.07,246.15,9552.09
Suburban Hospital,7/1/2025,"8600 Old Georgetown Road, Bethesda, MD 20814",Level 1 Excision/ Biopsy/ Incision and Drainage,United Healthcare,United Healthcare Choice/Choice Plus/At,1024.11,246.15,9552.09
Suburban Hospital,7/1/2025,"8600 Old Georgetown Road, Bethesda, MD 20814",Level 1 Excision/ Biopsy/ Incision and Drainage,United Healthcare,United Healthcare Choice/Choice Plus/Sl,444.44,246.15,9552.09
Suburban Hospital,7/1/2025,"8600 Old Georgetown Road, Bethesda, MD 20814",Level 1 Excision/ Biopsy/ Incision and Drainage,United Healthcare,Geha-United Shared Services,549.51,246.15,9552.09
Suburban Hospital,7/1/2025,"8600 Old Georgetown Road, Bethesda, MD 20814",Level 1 Excision/ Biopsy/ Incision and Drainage,United Healthcare,United Healthcare Hmo Select/Sel Plus/At,732.98,246.15,9552.09
Suburban Hospital,7/1/2025,"8600 Old Georgetown Road, Bethesda, MD 20814",Level 1 Excision/ Biopsy/ Incision and Drainage,United Healthcare,United Healthcare Shared Services,3112.56,246.15,9552.09
Suburban Hospital,7/1/2025,"8600 Old Georgetown Road, Bethesda, MD 20814",Level 1 Excision/ Biopsy/ Incision and Drainage,United Healthcare,United Medical Resource (Umr),640.11,246.15,9552.09
Suburban Hospital,7/1/2025,"8600 Old Georgetown Road, Bethesda, MD 20814",Level 1 Excision/ Biopsy/ Incision and Drainage,United Healthcare Med Adv,Aarp Medicare Complete Ppo,607,246.15,9552.09
Suburban Hospital,7/1/2025,"8600 Old Georgetown Road, Bethesda, MD 20814",Level 1 Excision/ Biopsy/ Incision and Drainage,United Healthcare Med Adv,United Healthcare Grp Ind Med Adv Ppo,1428,246.15,9552.09
Suburban Hospital,7/1/2025,"8600 Old Georgetown Road, Bethesda, MD 20814",Level 2 Excision/ Biopsy/ Incision and Drainage,Aetna,Aetna Meritain Health,2125.06,756.62,10024.01
Suburban Hospital,7/1/2025,"8600 Old Georgetown Road, Bethesda, MD 20814",Level 2 Excision/ Biopsy/ Incision and Drainage,Aetna,Aetna Health Network Only,3330.13,756.62,10024.01
Suburban Hospital,7/1/2025,"8600 Old Georgetown Road, Bethesda, MD 20814",Level 2 Excision/ Biopsy/ Incision and Drainage,Aetna,Aetna Select Open Access,7241.94,756.62,10024.01
Suburban Hospital,7/1/2025,"8600 Old Georgetown Road, Bethesda, MD 20814",Level 2 Excision/ Biopsy/ Incision and Drainage,Aetna,Aetna Open Choice Ppo/Other,1345.99,756.62,10024.01
Suburban Hospital,7/1/2025,"8600 Old Georgetown Road, Bethesda, MD 20814",Level 2 Excision/ Biopsy/ Incision and Drainage,Aetna,Aetna World Bank Employees,6535.95,756.62,10024.01
Suburban Hospital,7/1/2025,"8600 Old Georgetown Road, Bethesda, MD 20814",Level 2 Excision/ Biopsy/ Incision and Drainage,Aetna,Aetna Managed Choice Open Access,2587.76,756.62,10024.01
Suburban Hospital,7/1/2025,"8600 Old Georgetown Road, Bethesda, MD 20814",Level 2 Excision/ Biopsy/ Incision and Drainage,Aetna,Aetna Choice Pos I And Ii,1895.74,756.62,10024.01
Suburban Hospital,7/1/2025,"8600 Old Georgetown Road, Bethesda, MD 20814",Level 2 Excision/ Biopsy/ Incision and Drainage,Aetna Med Adv,Aetna Medicare Ppo,1683.22,756.62,10024.01
Suburban Hospital,7/1/2025,"8600 Old Georgetown Road, Bethesda, MD 20814",Level 2 Excision/ Biopsy/ Incision and Drainage,Aetna Med Adv,Aetna Medicare Hmo,2085.99,756.62,10024.01
Suburban Hospital,7/1/2025,"8600 Old Georgetown Road, Bethesda, MD 20814",Level 2 Excision/ Biopsy/ Incision and Drainage,Blue Cr/Sh Fep,Blue Cr/Sh Fep Basic Ppo,2126.85,756.62,10024.01
Suburban Hospital,7/1/2025,"8600 Old Georgetown Road, Bethesda, MD 20814",Level 2 Excision/ Biopsy/ Incision and Drainage,Blue Cr/Sh Fep,Blue Cr/Sh Fep Focus Ppo,3646.71,756.62,10024.01
Suburban Hospital,7/1/2025,"8600 Old Georgetown Road, Bethesda, MD 20814",Level 2 Excision/ Biopsy/ Incision and Drainage,Blue Cr/Sh Fep,Blue Cr/Sh Fep Standard Ppo,2219.6,756.62,10024.01
Suburban Hospital,7/1/2025,"8600 Old Georgetown Road, Bethesda, MD 20814",Level 2 Excision/ Biopsy/ Incision and Drainage,Blue Cr/Sh Med Adv,Blue Cr/Sh Med Adv Oos,4208.15,756.62,10024.01
Suburban Hospital,7/1/2025,"8600 Old Georgetown Road, Bethesda, MD 20814",Level 2 Excision/ Biopsy/ Incision and Drainage,Blue Cr/Sh Nasco,Blue Cr/Sh National Acct,3136.97,756.62,10024.01
Suburban Hospital,7/1/2025,"8600 Old Georgetown Road, Bethesda, MD 20814",Level 2 Excision/ Biopsy/ Incision and Drainage,Blue Cr/Sh Out-Of-State,Bcbs Out-Of-State Ppo Other,2178.72,756.62,10024.01
Suburban Hospital,7/1/2025,"8600 Old Georgetown Road, Bethesda, MD 20814",Level 2 Excision/ Biopsy/ Incision and Drainage,Blue Cr/Sh Out-Of-State,Bcbs Out-Of-State Hmo Pos,3667.81,756.62,10024.01
Suburban Hospital,7/1/2025,"8600 Old Georgetown Road, Bethesda, MD 20814",Level 2 Excision/ Biopsy/ Incision and Drainage,Carefirst Admin,Carefirst Administrators,970.15,756.62,10024.01
Suburban Hospital,7/1/2025,"8600 Old Georgetown Road, Bethesda, MD 20814",Level 2 Excision/ Biopsy/ Incision and Drainage,Carefirst Blue Choice,Blue Cr/Sh Natl Accts Bluechoice,1494.43,756.62,10024.01
Suburban Hospital,7/1/2025,"8600 Old Georgetown Road, Bethesda, MD 20814",Level 2 Excision/ Biopsy/ Incision and Drainage,Carefirst Blue Choice,Carefirst Blue Choice Hmo,1789.07,756.62,10024.01
Suburban Hospital,7/1/2025,"8600 Old Georgetown Road, Bethesda, MD 20814",Level 2 Excision/ Biopsy/ Incision and Drainage,Carefirst Blue Choice,Carefirst Blue Choice Advantage,4033.67,756.62,10024.01
Suburban Hospital,7/1/2025,"8600 Old Georgetown Road, Bethesda, MD 20814",Level 2 Excision/ Biopsy/ Incision and Drainage,Carefirst Blue Choice,Carefirst Blue Choice Open Access,2861.86,756.62,10024.01
Suburban Hospital,7/1/2025,"8600 Old Georgetown Road, Bethesda, MD 20814",Level 2 Excision/ Biopsy/ Incision and Drainage,Carefirst Preferred,Carefirst Blue Cr/Sh Pos,1754.08,756.62,10024.01
Suburban Hospital,7/1/2025,"8600 Old Georgetown Road, Bethesda, MD 20814",Level 2 Excision/ Biopsy/ Incision and Drainage,Carefirst Preferred,Carefirst Blue Cr/Sh,2049.08,756.62,10024.01
Suburban Hospital,7/1/2025,"8600 Old Georgetown Road, Bethesda, MD 20814",Level 2 Excision/ Biopsy/ Incision and Drainage,Carefirst Tpa,Carefirst Bc/Bs Tpa,2875.56,756.62,10024.01
Suburban Hospital,7/1/2025,"8600 Old Georgetown Road, Bethesda, MD 20814",Level 2 Excision/ Biopsy/ Incision and Drainage,Cigna,Cigna Allegiance,1820.38,756.62,10024.01
Suburban Hospital,7/1/2025,"8600 Old Georgetown Road, Bethesda, MD 20814",Level 2 Excision/ Biopsy/ Incision and Drainage,Cigna,Cigna Regional Network/Oap/Pos/Localplus,2342.98,756.62,10024.01
Suburban Hospital,7/1/2025,"8600 Old Georgetown Road, Bethesda, MD 20814",Level 2 Excision/ Biopsy/ Incision and Drainage,Cigna,Cigna Other,874.69,756.62,10024.01
Suburban Hospital,7/1/2025,"8600 Old Georgetown Road, Bethesda, MD 20814",Level 2 Excision/ Biopsy/ Incision and Drainage,Cigna,Gwh-Cigna,883.82,756.62,10024.01
Suburban Hospital,7/1/2025,"8600 Old Georgetown Road, Bethesda, MD 20814",Level 2 Excision/ Biopsy/ Incision and Drainage,Cigna Med Adv,Cigna Medicare Advantage Ppo,941.94,756.62,10024.01
Suburban Hospital,7/1/2025,"8600 Old Georgetown Road, Bethesda, MD 20814",Level 2 Excision/ Biopsy/ Incision and Drainage,Ehp,Ehp Employee Health Plan New 12/2022,3076.56,756.62,10024.01
